순위,소환사,티어,LP,레벨,모스트 챔피언,승률
6770,"Sobos
#Sob",diamond 1,75,"1,152","아리, 사미라, 럭스","45승
36패
56%"
6771,"MHR5G
#01010",diamond 1,75,91,"초가스, 가렌, 뽀삐","26승
11패
70%"
6772,"Pashupata
#NA1",diamond 1,75,169,"케일, 피오라, 빅토르","152승
137패
53%"
6773,"mute n play
#milou",diamond 1,75,101,"세라핀, 노틸러스, 블리츠크랭크","82승
73패
53%"
6774,"meatbeater2
#7588",diamond 1,75,908,"가렌, 제이스, 초가스","148승
178패
45%"
6775,"TaliyahMustafina
#NA1",diamond 1,75,310,"판테온, 그라가스, 녹턴","97승
92패
51%"
6776,"CutieYummiPink
#Love",diamond 1,75,218,"쓰레쉬, 갈리오, 노틸러스","37승
38패
49%"
6777,"VnzlaTechHouse
#NA1",diamond 1,75,219,"오른, 우르곳, 그라가스","116승
97패
54%"
6778,"Vadarim
#00000",diamond 1,75,249,"마스터 이, 아무무, 모르가나","72승
52패
58%"
6779,"Sodium11
#02024",diamond 1,75,820,"나미, 잔나, 럭스","41승
38패
52%"
6780,"Noot
#end",diamond 1,75,761,"징크스, 이즈리얼, 카이사","161승
150패
52%"
6781,"RUBIXSCUBAN
#NA1",diamond 1,75,779,"사이온, 다리우스, 말파이트","120승
119패
50%"
6782,"Ascended God
#NA1",diamond 1,75,721,"키아나, 요네, 야스오","37승
40패
48%"
6783,"b00lala
#top",diamond 1,75,86,"쓰레쉬, 렐, 그웬","44승
20패
69%"
6784,"Yoongella
#0522",diamond 1,75,198,"스몰더, 엘리스, 암베사","62승
55패
53%"
6785,"holocene
#NA1",diamond 1,75,258,"헤카림, 그레이브즈, 우디르","82승
72패
53%"
6786,"KingNoser
#NA1",diamond 1,75,544,"아칼리, 그웬, 아트록스","68승
61패
53%"
6787,"aBluescreen
#uwu",diamond 1,75,816,"닐라, 모데카이저, 누누와 윌럼프","38승
37패
51%"
6788,"AXX
#9299",diamond 1,75,297,"키아나, 카서스, 그웬","69승
55패
56%"
6789,"SomaKuun
#NA1",diamond 1,75,695,"질리언, 렐, 레나타 글라스크","83승
68패
55%"
6790,"S Key Abuser
#NA1",diamond 1,75,264,"제이스, 암베사, 잭스","70승
64패
52%"
6791,"TheGucciSushi
#NA1",diamond 1,75,203,갱플랭크,"72승
54패
57%"
6792,"k0nduit
#7511",diamond 1,75,456,"다리우스, 럼블, 말파이트","56승
47패
54%"
6793,"Meister
#FIGHT",diamond 1,75,210,"야스오, 빅토르, 아우렐리온 솔","67승
60패
53%"
6794,"Feitn
#NA1",diamond 1,75,467,"제라스, 쓰레쉬, 세주아니","38승
30패
56%"
6795,"kitty kat marco
#NA1",diamond 1,75,138,"빅토르, 신드라, 이즈리얼","34승
21패
62%"
6796,"TANG TAIZONG
#AZIR",diamond 1,75,79,"아지르, 에코, 제드","122승
94패
56%"
6797,"nzm
#xdd",diamond 1,75,104,"바드, 쓰레쉬, 라칸","81승
72패
53%"
6798,"Phoenix
#NA24",diamond 1,75,870,"라칸, 진, 잔나","43승
44패
49%"
6799,"Warnilla
#NA1",diamond 1,75,404,"가렌, 트린다미어, 럭스","28승
21패
57%"
6800,"Buffing
#0001",diamond 1,75,"1,235","카르마, 룰루, 나미","20승
10패
67%"
6801,"Nice SoloQ
#NA1",diamond 1,75,102,"그웬, 우디르, 판테온","36승
28패
56%"
6802,"Wixonater
#727",diamond 1,75,502,"오로라, 빅토르, 신드라","151승
105패
59%"
6803,"Fiorista
#NA11",diamond 1,75,624,"아트록스, 모데카이저, 레넥톤","117승
78패
60%"
6804,"Guns n axes
#Axes",diamond 1,75,689,"이즈리얼, 드레이븐, 나르","21승
19패
53%"
6805,"Chovy NhaTrang
#NA2",diamond 1,75,607,"제이스, 멜, 사일러스","28승
20패
58%"
6806,"zaiwogeshengli
#JJU",diamond 1,75,42,"트리스타나, 베인, 제리","43승
8패
84%"
6807,"Cypher Doinb
#999",diamond 1,75,696,"암베사, 아트록스, 제이스","67승
63패
52%"
6808,"pp powerhouse
#123",diamond 1,75,588,"가렌, 탈론, 그라가스","72승
65패
53%"
6809,"bf847
#DRx2H",diamond 1,75,109,"헤카림, 바이, 탈론","104승
100패
51%"
6810,"The Stoneweaver
#NA12",diamond 1,75,516,"탈리야, 케이틀린, 오리아나","93승
70패
57%"
6811,"iloveoom
#愛さくらツ",diamond 1,75,97,"야스오, 카서스, 요네","27승
18패
60%"
6812,"MochiMiso
#NA1",diamond 1,75,142,"비에고, 뽀삐, 릴리아","18승
11패
62%"
6813,"numer
#kittn",diamond 1,75,307,"조이, 코그모, 흐웨이","52승
37패
58%"
6814,"채광진
#Chae",diamond 1,75,292,"베인, 블라디미르, 루시안","27승
25패
52%"
6815,"rref
#NA1",diamond 1,75,653,"레넥톤, 문도 박사, 워윅","69승
81패
46%"
6816,"GRF Chovy
#aadam",diamond 1,75,112,"아지르, 제이스, 흐웨이","88승
73패
55%"
6817,"후 잉
#클로버",diamond 1,75,818,"미스 포츈, 아펠리오스, 이즈리얼","31승
38패
45%"
6818,"afraid of woman
#fear",diamond 1,75,136,"야스오, 요네, 아리","58승
52패
53%"
6819,"Khronos
#Ekko",diamond 1,75,828,"에코, 다이애나, 아칼리","99승
92패
52%"
6820,"Lyhtz
#NA1",diamond 1,75,585,"룰루, 에코, 이즈리얼","68승
65패
51%"
6821,"delv
#0001",diamond 1,75,843,"자이라, 그웬, 탈리야","318승
312패
50%"
6822,"Cheekzr
#NA1",diamond 1,75,"1,111","피들스틱, 케인, 스웨인","54승
42패
56%"
6823,"Onyx Legionz
#NA1",diamond 1,75,563,"트위스티드 페이트, 진, 이즈리얼","76승
50패
60%"
6824,"Maguyusi
#NA1",diamond 1,75,"1,031","아트록스, 리 신, 사일러스","188승
188패
50%"
6825,"pugston
#NA1",diamond 1,75,788,"우르곳, 말파이트, 베이가","73승
53패
58%"
6826,"RightBehindYou
#SHACO",diamond 1,75,235,"샤코, 신 짜오, 다이애나","56승
61패
48%"
6827,"Zotnem
#NA2",diamond 1,75,162,"오로라, 아리, 빅토르","69승
53패
57%"
6828,"Jiu Ji tae
#goood",diamond 1,75,195,"바드, 직스","42승
33패
56%"
6829,"Wabesage
#NA1",diamond 1,75,72,"이즈리얼, 바루스, 칼리스타","25승
18패
58%"
6830,"vortex
#5963",diamond 1,75,137,"럼블, 다리우스, 잭스","94승
110패
46%"
6831,"Melodia
#Melo",diamond 1,75,790,"크산테, 암베사, 모데카이저","54승
46패
54%"
6832,"DatRandomDolphin
#NA1",diamond 1,75,184,"크산테, 암베사, 세트","47승
51패
48%"
6833,"TheBirdOfHerms
#z11",diamond 1,75,124,"스웨인, 릴리아, 렝가","50승
40패
56%"
6834,"SaiTahmaKench
#NA1",diamond 1,75,821,"케인, 다이애나, 그웬","22승
17패
56%"
6835,"Susuzzz
#NA1",diamond 1,75,740,"비에고, 제드, 요네","19승
16패
54%"
6836,"Kenxie
#11 18",diamond 1,75,400,"헤카림, 아이번, 누누와 윌럼프","64승
61패
51%"
6837,"Luigimash
#Trash",diamond 1,75,765,"오리아나, 아지르, 카르마","23승
13패
64%"
6838,"margo
#windy",diamond 1,75,"1,197","잔나, 나미, 룰루","66승
40패
62%"
6839,"McFIyJr
#NA1",diamond 1,75,275,"징크스, 애쉬, 진","92승
84패
52%"
6840,"duoking1
#ilmgf",diamond 1,75,243,"자이라, 세나, 알리스타","16승
4패
80%"
6841,"Bunu
#ad4a",diamond 1,75,78,"리븐, 잭스, 암베사","26승
11패
70%"
6842,"불청객
#cheol",diamond 1,75,437,"리븐, 이렐리아, 나미","32승
28패
53%"
6843,"当太阳升起时忘记昨天
#ANI",diamond 1,75,161,"잭스, 그라가스, 레넥톤","59승
53패
53%"
6844,"hardsandwich
#NA1",diamond 1,75,579,"샤코, 룰루, 유미","106승
92패
54%"
6845,"10 iQ or 100 iQ
#Brain",diamond 1,75,663,"판테온, 아트록스, 탐 켄치","42승
29패
59%"
6846,"HakjumApls
#5204",diamond 1,75,481,"아칼리, 암베사, 르블랑","37승
37패
50%"
6847,"littletiger02
#NA1",diamond 1,75,761,"블라디미르, 오공, 아이번","34승
21패
62%"
6848,"ΠΑΝΤΑ ΡΕΙ
#11111",diamond 1,75,332,"빅토르, 야스오, 초가스","111승
85패
57%"
6849,"ONU Tango
#NA1",diamond 1,75,907,"갈리오, 벨코즈, 파이크","126승
136패
48%"
6850,"A Confession
#NA1",diamond 1,75,441,세나,"35승
12패
74%"
6851,"Circus
#NA2",diamond 1,75,848,"나미, 샤코, 브라움","35승
52패
40%"
6852,"shipes
#NA2",diamond 1,75,578,"티모, 미스 포츈, 베이가","51승
48패
52%"
6853,"Copy
#NA2",diamond 1,75,803,"사미라, 케이틀린, 코르키","92승
95패
49%"
6854,"Jinッ
#Ngơ",diamond 1,75,"1,037","블라디미르, 베이가, 제이스","68승
63패
52%"
6855,"XxCadenatorxX
#BIRD",diamond 1,75,747,"애니비아, 스카너, 갈리오","96승
81패
54%"
6856,"nybb
#NA1",diamond 1,75,731,"베이가, 흐웨이, 럭스","33승
29패
53%"
6857,"年华如此潦草
#123",diamond 1,75,582,"신드라, 아칼리, 빅토르","40승
40패
50%"
6858,"Spike
#4444",diamond 1,75,957,"이즈리얼, 징크스, 코르키","190승
193패
50%"
6859,"Lo Po Bia
#NA11",diamond 1,75,632,"트린다미어, 가렌, 잭스","35승
36패
49%"
6860,"Fr0gmin
#NA1",diamond 1,75,783,"유미, 소라카, 세나","27승
27패
50%"
6861,"pikutie
#cawai",diamond 1,75,935,"카르마, 밀리오, 나미","80승
60패
57%"
6862,"riel
#zach",diamond 1,75,"1,127","나미, 세라핀, 룰루","111승
125패
47%"
6863,"Harmon
#BARK",diamond 1,75,778,"흐웨이, 엘리스, 헤카림","60승
50패
55%"
6864,"Spin for Penta
#NA1",diamond 1,75,523,"카타리나, 제라스, 케일","161승
148패
52%"
6865,"我愿听她说些不着边际的话
#Rain",diamond 1,75,820,"다리우스, 렉사이, 뽀삐","63승
59패
52%"
6866,"Chromatix
#NA1",diamond 1,75,613,"흐웨이, 카르마, 멜","71승
58패
55%"
6867,"Aria
#Nicji",diamond 1,75,858,"야스오, 요네, 갈리오","21승
21패
50%"
6868,"Diesel
#Zesty",diamond 1,75,"1,030","볼리베어, 제이스, 크산테","39승
35패
53%"
6869,"Basil
#Aroma",diamond 1,75,73,"애쉬, 이즈리얼, 제리","30승
20패
60%"
6870,"Boosinger
#NA1",diamond 1,75,304,"나미, 룰루, 브라움","48승
36패
57%"
6871,"Aderezo
#NA1",diamond 1,75,310,"신드라, 오른, 코르키","90승
83패
52%"
6872,"GreedyAlgorithm
#NA1",diamond 1,75,503,"엘리스, 트리스타나, 오로라","46승
31패
60%"
6873,"ziangleean
#zia",diamond 1,75,663,"카직스, 이즈리얼, 바드","43승
22패
66%"
6874,"SUTANG
#NA1",diamond 1,75,293,"레넥톤, 다이애나, 우르곳","24승
9패
73%"
6875,"Exia
#Stars",diamond 1,75,"1,268","흐웨이, 카시오페아, 사일러스","26승
30패
46%"
6876,"xiaoheQ
#NA1",diamond 1,75,354,"카르마, 트위치, 미스 포츈","30승
25패
55%"
6877,"Comet Kebob
#NA1",diamond 1,75,813,"판테온, 카밀, 클레드","102승
130패
44%"
6878,"Sl1de
#NA1",diamond 1,75,"1,078","트위치, 이즈리얼, 카이사","78승
81패
49%"
6879,"ImP MárcoPa
#1021",diamond 1,75,783,"크산테, 갱플랭크, 케넨","223승
234패
49%"
6880,"YYX
#NA1",diamond 1,75,249,"오공, 모데카이저, 다리우스","59승
57패
51%"
6881,"Yiaze
#NA1",diamond 1,75,652,"트위스티드 페이트, 이즈리얼, 징크스","75승
66패
53%"
6882,"g ƒ
#NA1",diamond 1,75,764,"티모, 케일, 라이즈","36승
38패
49%"
6883,"序列0 黑皇帝
#Sha",diamond 1,75,743,"피오라, 암베사, 크산테","41승
36패
53%"
6884,"Timbitss
#NA1",diamond 1,75,561,"에코, 피오라, 아펠리오스","26승
28패
48%"
6885,"Logo
#1507",diamond 1,75,380,"판테온, 요네, 야스오","36승
35패
51%"
6886,"ºŠćhrðÐïñgêr Ś
#YDC",diamond 1,75,"1,224","알리스타, 룰루, 애쉬","35승
37패
49%"
6887,"haaaappygolucky
#NA1",diamond 1,75,271,"갈리오, 아지르, 요네","114승
100패
53%"
6888,"john feeder
#bozo",diamond 1,75,76,"엘리스, 질리언, 판테온","43승
44패
49%"
6889,"Behangy
#NA1",diamond 1,75,462,"질리언, 바드, 밀리오","88승
81패
52%"
6890,"BirdsInTheTrap
#Rodeo",diamond 1,75,227,"누누와 윌럼프, 세주아니, 사일러스","45승
39패
54%"
6891,"DIEDEDIRL
#dedge",diamond 1,75,816,"신지드, 스웨인, 모데카이저","104승
85패
55%"
6892,"ReplayGalaxy2
#Lewag",diamond 1,75,586,"브라움, 카르마, 타릭","63승
63패
50%"
6893,"Tengo
#shoot",diamond 1,75,744,"갱플랭크, 제이스, 탈리야","66승
49패
57%"
6894,"Jozette
#NA1",diamond 1,75,416,"카르마, 브라움, 바드","105승
90패
54%"
6895,"GANONKING
#NA1",diamond 1,75,274,"암베사, 제이스, 나르","23승
14패
62%"
6896,"MissBeifong
#NA1",diamond 1,75,767,"가렌, 문도 박사, 트린다미어","76승
57패
57%"
6897,"Winter
#NA69",diamond 1,75,449,"아크샨, 럭스, 말자하","82승
84패
49%"
6898,"IS THAT FEEDABOI
#FEEDA",diamond 1,75,336,클레드,"33승
16패
67%"
6899,"SevensList
#NA1",diamond 1,75,603,"그라가스, 리 신, 비에고","61승
17패
78%"
6900,"FRIGID
#MARK",diamond 1,75,368,"질리언, 바드, 라칸","86승
76패
53%"
6901,"Protofo
#tree3",diamond 1,75,"1,526","바드, 멜, 엘리스","56승
46패
55%"
6902,"pls playthegame
#NA1",diamond 1,75,497,"카밀, 잭스, 아트록스","89승
72패
55%"
6903,"MAPLESTORY
#1217",diamond 1,75,131,"리븐, 키아나, 자이라","23승
19패
55%"
6904,"SheGottaFatYas
#NA1",diamond 1,75,464,"야스오, 요네, 사일러스","95승
86패
52%"
6905,"ビーストランス
#愛している",diamond 1,75,"1,379","아펠리오스, 칼리스타, 징크스","316승
299패
51%"
6906,"Spidythorne
#PLPCB",diamond 1,75,481,"렝가, 블라디미르, 라칸","58승
63패
48%"
6907,"cat23
#CA1",diamond 1,75,508,"모데카이저, 워윅, 나서스","323승
312패
51%"
6908,"SenKiya
#NA1",diamond 1,75,775,"신 짜오, 퀸, 모데카이저","64승
61패
51%"
6909,"IG Rookie
#NA1",diamond 1,75,173,"아무무, 누누와 윌럼프, 바드","105승
99패
51%"
6910,"电竞小猫
#cat23",diamond 1,75,214,"모데카이저, 나서스, 워윅","69승
66패
51%"
6911,"FREEZE RAY
#GRU",diamond 1,75,449,"트린다미어, 피오라, 아리","43승
33패
57%"
6912,"HTK777
#Fiora",diamond 1,75,892,"피오라, 카밀, 잭스","70승
74패
49%"
6913,"M Z
#Nhan",diamond 1,75,379,"다리우스, 가렌, 아트록스","24승
26패
48%"
6914,"demondort
#1v9",diamond 1,75,823,"비에고, 케인, 에코","185승
178패
51%"
6915,"near
#xddd",diamond 1,75,182,"소나, 애니, 직스","108승
107패
50%"
6916,"半夜打排位是因为还在想她的事对吗
#神探夏洛克",diamond 1,75,647,"아펠리오스, 케이틀린, 징크스","35승
32패
52%"
6917,"Karami
#NA1",diamond 1,75,644,"뽀삐, 카르마, 타릭","78승
60패
57%"
6918,"Katey
#x x",diamond 1,75,60,"르블랑, 아리, 멜","89승
54패
62%"
6919,"Dantes
#WYBMV",diamond 1,75,133,"헤카림, 마스터 이, 다이애나","266승
270패
50%"
6920,"BuncheesOfOats
#sweet",diamond 1,75,623,"럭스, 카르마, 나미","93승
108패
46%"
6921,"Biz
#NA0",diamond 1,75,495,"피들스틱, 바이, 아무무","117승
114패
51%"
6922,"MotherYoshi
#BIG8",diamond 1,75,300,"노틸러스, 라칸, 세나","66승
42패
61%"
6923,"Tyrion Lannister
#2700",diamond 1,75,542,"크산테, 사이온, 스카너","46승
31패
60%"
6924,"4spooki
#NA1",diamond 1,75,259,"볼리베어, 판테온, 가렌","41승
22패
65%"
6925,"mini
#99999",diamond 1,75,774,"소나, 나미, 미스 포츈","46승
27패
63%"
6926,"I play for 15
#NA1",diamond 1,75,433,"잔나, 소나, 쓰레쉬","32승
31패
51%"
6927,"Father of Winter
#NA1",diamond 1,75,375,"흐웨이, 빅토르, 진","39승
36패
52%"
6928,"DaddyVladdy
#BIG",diamond 1,75,381,"블라디미르, 베이가, 징크스","43승
41패
51%"
6929,"WashableTac0
#WT0",diamond 1,75,844,"갈리오, 말자하, 탈리야","101승
95패
52%"
6930,"Mclock2
#Koito",diamond 1,75,490,"바드, 이즈리얼, 럭스","47승
44패
52%"
6931,"WEAKSIDE WILLIAM
#re4md",diamond 1,75,733,"오른, 크산테, 마오카이","106승
111패
49%"
6932,"FeedaBoi
#NA1",diamond 1,75,779,"클레드, 레넥톤, 나르","50승
29패
63%"
6933,"马老师
#金牌讲师",diamond 1,75,751,"다리우스, 세트, 모데카이저","50승
54패
48%"
6934,"Ghouls abuser
#NA1",diamond 1,75,506,"요릭, 가렌, 뽀삐","35승
35패
50%"
6935,"Hedy Lucas
#31415",diamond 1,75,555,"아리, 흐웨이, 오리아나","285승
308패
48%"
6936,"DumN1Gkalista
#Chow",diamond 1,75,110,"칼리스타, 블리츠크랭크, 징크스","91승
72패
56%"
6937,"Jayweii
#Bae",diamond 1,75,"1,005","마오카이, 렐, 카르마","68승
59패
54%"
6938,"XiaoChoLongBong
#NA1",diamond 1,75,531,"스카너, 케인, 오공","44승
41패
52%"
6939,"脑白金
#928",diamond 1,75,321,"갈리오, 렉사이, 다이애나","110승
114패
49%"
6940,"Book si E
#生生不息",diamond 1,75,747,"카타리나, 사일러스, 흐웨이","41승
39패
51%"
6941,"幾時春
#谜鹿巡游记",diamond 1,75,914,"엘리스, 그레이브즈, 비에고","108승
111패
49%"
6942,"Quartze
#NA1",diamond 1,75,637,"이즈리얼, 바드, 흐웨이","73승
85패
46%"
6943,"mmmmmmmmnmmnmmmn
#mmmmm",diamond 1,75,505,"애니비아, 암베사, 카르마","184승
166패
53%"
6944,"XINTAIWENGU
#NA1",diamond 1,75,522,"멜, 갈리오, 사일러스","229승
214패
52%"
6945,"Rapl
#NA2",diamond 1,75,453,"징크스, 코르키, 직스","93승
93패
50%"
6946,"Gunslinger LOW
#NA1",diamond 1,75,268,하이머딩거,"30승
34패
47%"
6947,"WhiteGiven
#NA1",diamond 1,75,536,"라이즈, 갈리오, 흐웨이","22승
17패
56%"
6948,"MatKucé
#PLUG",diamond 1,75,648,"아칼리, 오로라, 사일러스","73승
70패
51%"
6949,"LilTwinkMeerkat
#VIRGN",diamond 1,75,"1,058","샤코, 가렌, 아이번","200승
222패
47%"
6950,"TR1LL
#NA1",diamond 1,75,886,"오공, 트위치, 카서스","42승
40패
51%"
6951,"tonyfkin1
#NA2",diamond 1,75,613,"요릭, 코르키, 럼블","44승
20패
69%"
6952,"wimo
#wimo",diamond 1,75,408,"카밀, 잭스, 레넥톤","86승
62패
58%"
6953,"Qwerky
#asfk",diamond 1,75,871,"유미, 소라카, 세라핀","77승
55패
58%"
6954,"King
#LFTTT",diamond 1,75,204,"킨드레드, 아이번, 리 신","73승
63패
54%"
6955,"马尾少女爱大锤
#波比波",diamond 1,75,"1,059","뽀삐, 트린다미어, 다리우스","168승
161패
51%"
6956,"DÆZE
#todds",diamond 1,75,512,"진, 루시안, 제리","64승
41패
61%"
6957,"Silent Lucidity
#NA1",diamond 1,75,193,"암베사, 크산테, 나르","31승
20패
61%"
6958,"白桃宝贝
#1214",diamond 1,75,600,"신지드, 트리스타나, 이즈리얼","133승
123패
52%"
6959,"MochaFish
#NA1",diamond 1,75,599,"리븐, 다리우스, 아트록스","70승
72패
49%"
6960,"公主殿下
#jiu",diamond 1,75,678,"흐웨이, 오른, 판테온","75승
63패
54%"
6961,"silver morning
#luv",diamond 1,75,78,"럭스, 리븐, 멜","34승
42패
45%"
6962,"FyGameAwn
#TALON",diamond 1,75,953,"탈론, 카서스, 야스오","52승
54패
49%"
6963,"Peefッ
#Peef",diamond 1,75,"1,089","신드라, 갈리오, 징크스","64승
54패
54%"
6964,"cookielolxx
#KIDS",diamond 1,75,775,"세나, 카타리나, 소나","96승
73패
57%"
6965,"Crulin
#NA1",diamond 1,75,729,"이즈리얼, 진, 바루스","75승
53패
59%"
6966,"Braxa
#who",diamond 1,75,749,"자르반 4세, 판테온, 녹턴","24승
21패
53%"
6967,"The Omertosa
#arkni",diamond 1,75,85,"니코, 렐, 엘리스","34승
24패
59%"
6968,"Kabbage
#Gap",diamond 1,75,144,"다리우스, 가렌, 오른","54승
43패
56%"
6969,"蚊山伯
#晒密欧",diamond 1,75,881,"워윅, 다리우스, 나르","38승
36패
51%"
6970,"DEMONICSWAGGOD
#jai",diamond 1,75,499,"알리스타, 룰루, 세라핀","55승
41패
57%"
6971,"Cookieforjhin
#NA1",diamond 1,75,969,"쉔, 판테온, 가렌","76승
65패
54%"
6972,"炎龍 2
#888",diamond 1,75,433,"쉬바나, 헤카림, 우디르","58승
64패
48%"
6973,"jas
#qaq",diamond 1,75,507,"갈리오, 사일러스, 아칼리","33승
21패
61%"
6974,"Moth
#66666",diamond 1,75,702,"아무무, 스카너, 오공","37승
23패
62%"
6975,"best gamer alive
#NA1",diamond 1,75,748,"야스오, 요네, 카타리나","115승
113패
50%"
6976,"TitaniumHawk
#NA1",diamond 1,75,447,"바루스, 코르키, 미스 포츈","37승
38패
49%"
6977,"nbunz
#2222",diamond 1,75,135,"나미, 블리츠크랭크, 요네","80승
55패
59%"
6978,"暁美 ほむら
#000",diamond 1,75,393,"이블린, 킨드레드, 자르반 4세","64승
67패
49%"
6979,"风月同天
#zzz",diamond 1,75,658,"코르키, 징크스, 미스 포츈","148승
119패
55%"
6980,"녹빛거신병
#녹림巨人",diamond 1,75,555,"모데카이저, 판테온, 신 짜오","22승
20패
52%"
6981,"jordan69
#NA3",diamond 1,75,168,"리븐, 베인, 이렐리아","77승
57패
57%"
6982,"WEDONT PLAY ENUF
#7296",diamond 1,75,429,"올라프, 케일, 그웬","24승
14패
63%"
6983,"sahori
#beefy",diamond 1,75,600,"트위치, 드레이븐, 코르키","51승
52패
50%"
6984,"turip ip ip ip
#NA1",diamond 1,75,498,"징크스, 르블랑, 케이틀린","24승
16패
60%"
6985,"Javeen
#NA1",diamond 1,75,371,"쓰레쉬, 룰루, 밀리오","148승
159패
48%"
6986,"junni
#seoul",diamond 1,75,"1,230","제리, 트위치, 바드","35승
33패
51%"
6987,"Don Chipotlé
#4MS",diamond 1,75,670,"우르곳, 트런들, 요릭","67승
64패
51%"
6988,"Maiko Shu
#NA1",diamond 1,75,731,"렐, 비에고, 미스 포츈","70승
76패
48%"
6989,"BS Pace
#NA1",diamond 1,75,129,"다리우스, 올라프, 케일","31승
22패
58%"
6990,"zórø
#NA1",diamond 1,75,203,"헤카림, 비에고, 녹턴","66승
66패
50%"
6991,"MamaBoots
#NA1",diamond 1,75,514,"쓰레쉬, 카르마, 룰루","52승
40패
57%"
